date,sleep_state,011050000,unc_011050000,690550000,unc_690550000,691430104,unc_691430104,692440102,unc_692440102,692660601,unc_692660601,692760102,unc_692760102,692900602,unc_692900602,693830701,unc_693830701,693860503,unc_693860503,693890104,unc_693890104
2019-03-31,awake,2019-04-01 07:45:00,0.2759638820122128,2019-04-01 07:15:00,0.45006146505059164,2019-04-01 07:30:00,0.6314150860851069,2019-04-01 07:30:00,0.5051236686336759,2019-04-01 08:15:00,0.168988911762525,2019-04-01 07:45:00,0.22361696613484072,2019-04-01 08:30:00,0.20415220014338742,2019-04-01 08:00:00,0.1911523184072788,2019-04-01 08:45:00,0.9069819106636039,2019-04-01 08:15:00,0.5954899155075496
2019-04-01,asleep,2019-04-01 22:30:00,0.262307456476902,2019-04-01 22:30:00,0.4312352821218608,2019-04-01 22:15:00,0.1367466887745979,2019-04-01 22:30:00,0.12360944191879444,2019-04-01 22:45:00,0.40677315881883513,2019-04-01 22:30:00,0.18211199581789123,2019-04-01 23:00:00,0.27784339114944245,2019-04-01 22:15:00,0.3088405794793067,2019-04-01 22:15:00,0.16621597872916444,2019-04-01 22:00:00,0.16619720765591356
2019-04-01,awake,2019-04-02 07:45:00,0.27435266027525756,2019-04-02 07:15:00,0.43739894671249124,2019-04-02 07:30:00,0.6368838315324936,2019-04-02 07:30:00,0.48210864336898596,2019-04-02 08:15:00,0.16911449945057405,2019-04-02 07:45:00,0.21863056904503403,2019-04-02 08:30:00,0.2021275201190293,2019-04-02 08:00:00,0.18876592879328508,2019-04-02 08:45:00,0.8998329791941247,2019-04-02 08:15:00,0.5899535621394352
2019-04-02,asleep,2019-04-02 22:30:00,0.2566271166773704,2019-04-02 22:30:00,0.42665773420902753,2019-04-02 22:15:00,0.14117525720896978,2019-04-02 22:30:00,0.1253133274739774,2019-04-02 22:45:00,0.4065800638298146,2019-04-02 22:30:00,0.18199073100112095,2019-04-02 23:00:00,0.28093643312862027,2019-04-02 22:15:00,0.3159969822521695,2019-04-02 22:15:00,0.16568930060590178,2019-04-02 22:00:00,0.16669747195187412
2019-04-02,awake,2019-04-03 07:45:00,0.2726093872023937,2019-04-03 07:15:00,0.42616102794195587,2019-04-03 07:30:00,0.64239671507086,2019-04-03 07:30:00,0.46000278383105775,2019-04-03 08:15:00,0.16857066920770436,2019-04-03 07:45:00,0.2134582131977641,2019-04-03 08:30:00,0.2000309573360144,2019-04-03 08:00:00,0.18624353056092335,2019-04-03 08:45:00,0.8919216838762349,2019-04-03 08:15:00,0.5841238714183437
2019-04-03,asleep,2019-04-03 22:30:00,0.2508465961867424,2019-04-03 22:30:00,0.42237212448031175,2019-04-03 22:15:00,0.14568019567152,2019-04-03 22:30:00,0.12698096828991154,2019-04-03 22:45:00,0.4056530536358788,2019-04-03 22:30:00,0.18186979890994176,2019-04-03 23:00:00,0.28395487860291735,2019-04-03 22:15:00,0.3173363377156883,2019-04-03 22:15:00,0.16447293110960676,2019-04-03 22:00:00,0.16721320209437468
2019-04-03,awake,2019-04-04 07:45:00,0.2707375503861039,2019-04-04 07:15:00,0.41689081443698234,2019-04-04 07:30:00,0.6481311223855619,2019-04-04 07:30:00,0.43726826563372384,2019-04-04 08:15:00,0.16725332919633457,2019-04-04 07:45:00,0.2081394965225395,2019-04-04 08:30:00,0.197863836889084,2019-04-04 08:00:00,0.18370001021275628,2019-04-04 08:45:00,0.8830408134143043,2019-04-04 08:15:00,0.577986864095297
2019-04-04,asleep,2019-04-04 22:30:00,0.2450547773038808,2019-04-04 22:30:00,0.41797938408878865,2019-04-04 22:15:00,0.1501362120235909,2019-04-04 22:30:00,0.12940718619919223,2019-04-04 22:45:00,0.40433510082197555,2019-04-04 22:30:00,0.18162833658183689,2019-04-04 23:00:00,0.2868916050630435,2019-04-04 22:15:00,0.3133058853708998,2019-04-04 22:15:00,0.1630176243171792,2019-04-04 22:00:00,0.1677438959244763
2019-04-04,awake,2019-04-05 07:45:00,0.26881924798518086,2019-04-05 07:15:00,0.4072950345008322,2019-04-05 07:30:00,0.6529361315118261,2019-04-05 07:30:00,0.4139601018243683,2019-04-05 08:15:00,0.16585087024307005,2019-04-05 07:45:00,0.20256775151129858,2019-04-05 08:30:00,0.19562754765921037,2019-04-05 08:00:00,0.18155719517789332,2019-04-05 08:45:00,0.8742620458378214,2019-04-05 08:15:00,0.5713256841555163
2019-04-05,asleep,2019-04-05 22:30:00,0.23915429013762063,2019-04-05 22:30:00,0.41664454814624974,2019-04-05 22:15:00,0.14994442150867893,2019-04-05 22:30:00,0.13303161196579416,2019-04-05 22:45:00,0.4063493593171966,2019-04-05 22:30:00,0.1811601453274418,2019-04-05 23:00:00,0.28976502591962017,2019-04-05 22:15:00,0.3092334213771933,2019-04-05 22:15:00,0.16135541042748958,2019-04-05 22:00:00,0.1682613188758682
